account_id,origination_date,product,region,customer_age,age_band,monthly_income,loan_amount,outstanding_balance_thb,days_past_due,bad_flag
TH-103042,20/04/2023,home_improvement,Northeast,31,25 to 34,45500,98000,"49,400",0,0
TH-103043,24/11/2024,title_loan,Bangkok,22,Under 25,,32000,"9,000",0,0
TH-103044,06/04/2025,motorcycle,Central,64,55 and over,29300,58000,"21,400",8,0
TH-103045,28/04/2023,title_loan,Central,38,35 to 44,24400,34000,"33,300",0,0
TH-103046,03/03/2024,personal,South,27,25 to 34,43400,151000,"38,600",22,0
TH-103047,31/05/2025,title_loan,North,44,35 to 44,18700,33000,"25,500",0,0
TH-103048,17/02/2025,auto,Bangkok,44,35 to 44,10000,32000,"28,300",0,0
TH-103049,22/12/2023,motorcycle,North,52,45 to 54,22400,52000,"35,700",5,0
TH-103050,01/09/2024,title_loan,Northeast,34,25 to 34,13100,24000,"16,700",0,0
TH-103051,08/07/2023,personal,Bangkok,52,45 to 54,11000,54000,"27,800",0,0
TH-103052,21/01/2025,motorcycle,Northeast,29,25 to 34,23400,134000,"32,800",0,0
TH-103053,21/08/2023,motorcycle,Bangkok,49,45 to 54,26200,71000,"42,000",0,0
TH-103054,19/01/2023,auto,South,46,45 to 54,33500,132000,"75,100",0,0
TH-103055,23/09/2024,motorcycle,Central,26,25 to 34,14300,25000,"10,400",0,0
TH-103056,25/06/2024,motorcycle,North,28,25 to 34,20100,56000,"28,300",0,0
TH-103057,08/02/2025,motorcycle,North,27,25 to 34,19700,59000,"20,400",0,0
TH-103058,06/06/2023,motorcycle,Northeast,38,35 to 44,13800,53000,"17,100",0,0
TH-103059,13/02/2023,home_improvement,Bangkok,37,35 to 44,12700,38000,"17,000",2,0
TH-103060,24/06/2023,home_improvement,Central,42,35 to 44,11700,35000,"13,800",0,0
TH-103061,26/10/2024,title_loan,North,26,25 to 34,17700,20000,"14,400",0,0
TH-103062,16/11/2023,auto,South,31,25 to 34,17800,46000,"29,300",0,0
TH-103063,23/07/2023,personal,Central,39,35 to 44,10100,32000,"12,500",0,0
TH-103064,19/11/2024,auto,North,32,25 to 34,48300,57000,"30,500",0,0
TH-103065,11/04/2023,personal,Northeast,44,35 to 44,22400,46000,,0,0
TH-103066,20/01/2025,title_loan,South,48,45 to 54,10000,31000,"22,600",0,0
TH-103067,03/02/2024,personal,South,21,Under 25,,81000,,0,0
TH-103068,02/09/2024,motorcycle,North,46,45 to 54,9900,16000,"3,600",0,0
TH-103069,14/01/2024,personal,North,54,45 to 54,66300,333000,"193,500",0,0
TH-103070,27/05/2025,motorcycle,Central,53,45 to 54,25600,91000,"49,600",0,0
TH-103071,26/01/2023,motorcycle,North,23,Under 25,,36000,"25,900",0,0
TH-103072,07/06/2023,home_improvement,Northeast,42,35 to 44,19900,39000,,0,0
TH-103073,11/04/2023,auto,Central,49,45 to 54,37700,187000,"136,200",26,0
TH-103074,19/01/2024,home_improvement,Northeast,26,25 to 34,52000,95000,"49,600",0,0
TH-103075,25/11/2023,home_improvement,South,44,35 to 44,20200,76000,"56,800",0,0
TH-103076,28/12/2024,auto,Bangkok,36,35 to 44,22700,62000,"46,800",0,0
TH-103077,16/03/2025,motorcycle,Bangkok,46,45 to 54,,44000,"18,100",0,0
TH-103078,12/10/2024,title_loan,South,31,25 to 34,15900,52000,"34,100",0,0
TH-103079,09/02/2023,motorcycle,Central,32,25 to 34,23700,51000,"38,400",0,0
TH-103080,06/01/2024,auto,Central,35,35 to 44,18800,73000,"17,100",28,0
TH-103081,29/09/2024,personal,Central,24,Under 25,15900,45000,"31,000",7,0
TH-103082,10/10/2023,personal,North,43,35 to 44,27700,142000,,0,0
TH-103083,16/01/2023,auto,North,39,35 to 44,22700,123000,"110,800",0,0
TH-103084,01/07/2023,motorcycle,Central,38,35 to 44,19100,42000,"13,300",8,0
TH-103085,22/07/2024,motorcycle,Bangkok,38,35 to 44,34400,90000,"29,800",0,0
TH-103086,02/05/2025,auto,Northeast,30,25 to 34,20100,73000,"45,600",0,0
TH-103087,14/07/2023,personal,Northeast,41,35 to 44,15800,48000,"33,700",0,0
TH-103088,01/10/2024,home_improvement,Bangkok,43,35 to 44,57800,118000,"70,200",0,0
TH-103089,24/02/2024,motorcycle,South,34,25 to 34,19900,61000,"54,700",0,0
TH-103090,29/03/2025,home_improvement,Bangkok,33,25 to 34,11100,30000,"18,600",0,0
TH-103091,08/11/2024,personal,South,53,45 to 54,15400,26000,"8,700",0,0
TH-103092,13/08/2024,auto,Bangkok,35,35 to 44,22100,48000,"34,600",0,0
TH-103093,05/02/2023,motorcycle,Bangkok,26,25 to 34,13400,24000,"7,500",0,0
TH-103094,02/07/2024,personal,Central,35,35 to 44,24300,69000,"32,000",64,1
TH-103095,11/07/2023,motorcycle,South,26,25 to 34,19400,69000,"52,000",142,1
TH-103096,04/09/2024,title_loan,North,50,45 to 54,69200,145000,"27,300",0,0
TH-103097,30/04/2023,personal,Northeast,30,25 to 34,17000,21000,"10,000",0,0
TH-103098,25/02/2023,auto,North,28,25 to 34,27300,59000,"41,400",133,1
TH-103099,18/04/2024,motorcycle,Bangkok,43,35 to 44,13200,43000,"23,400",0,0
TH-103100,14/09/2023,personal,North,34,25 to 34,16400,56000,"19,200",0,0
TH-103101,04/04/2024,motorcycle,Bangkok,44,35 to 44,23300,43000,,0,0
TH-103102,03/07/2023,auto,South,44,35 to 44,14200,32000,"8,600",21,0
TH-103103,11/11/2024,personal,Bangkok,38,35 to 44,11000,36000,"11,400",0,0
TH-103104,14/06/2024,auto,Bangkok,49,45 to 54,28100,208000,"141,600",0,0
TH-103105,03/08/2024,motorcycle,Central,22,Under 25,9000,34000,"30,000",65,1
TH-103106,04/06/2024,home_improvement,Central,26,25 to 34,20100,75000,"64,200",25,0
TH-103107,17/11/2023,personal,Northeast,36,35 to 44,21200,33000,"12,500",0,0
TH-103108,23/01/2025,motorcycle,Central,29,25 to 34,9000,26000,"15,800",0,0
TH-103109,31/03/2023,motorcycle,Central,38,35 to 44,18600,46000,"6,100",28,0
TH-103110,05/03/2025,personal,South,29,25 to 34,13100,41000,"19,900",0,0
TH-103111,06/01/2023,motorcycle,Central,22,Under 25,22200,103000,"89,200",15,0
TH-103112,11/02/2025,auto,Central,30,25 to 34,23600,76000,"31,300",0,0
TH-103113,08/02/2025,personal,Bangkok,23,Under 25,25100,114000,"85,300",0,0
TH-103114,03/02/2023,motorcycle,Central,62,55 and over,11800,28000,"19,300",24,0
TH-103115,27/01/2023,personal,Bangkok,37,35 to 44,24800,59000,"21,900",0,0
TH-103116,07/03/2025,auto,South,34,25 to 34,28600,59000,"40,300",180,1
TH-103117,23/11/2023,motorcycle,Bangkok,28,25 to 34,49500,184000,,0,0
TH-103118,13/01/2025,personal,North,25,25 to 34,22100,62000,"17,600",12,0
TH-103119,28/02/2025,motorcycle,Bangkok,34,25 to 34,15000,70000,"37,200",0,0
TH-103120,14/04/2024,personal,Central,36,35 to 44,27800,39000,"14,200",5,0
TH-103121,20/05/2024,personal,North,31,25 to 34,35100,60000,"22,700",0,0
TH-103122,20/12/2024,motorcycle,North,23,Under 25,10800,35000,"18,000",0,0
TH-103123,25/02/2023,motorcycle,Bangkok,44,35 to 44,15800,35000,"21,800",0,0
TH-103124,10/03/2023,home_improvement,Central,37,35 to 44,39000,119000,"45,100",0,0
TH-103125,30/06/2023,home_improvement,Central,32,25 to 34,16200,93000,"36,800",0,0
TH-103126,21/11/2023,title_loan,Central,40,35 to 44,28300,72000,"45,400",0,0
TH-103127,07/11/2023,personal,South,38,35 to 44,16000,96000,"46,100",0,0
TH-103128,16/08/2023,personal,Central,34,25 to 34,,124000,"75,200",7,0
TH-103129,16/06/2024,auto,Bangkok,24,Under 25,15600,43000,"35,000",30,0
TH-103130,26/06/2024,motorcycle,Bangkok,40,35 to 44,14600,16000,"6,700",20,0
TH-103131,01/05/2024,home_improvement,Bangkok,27,25 to 34,20200,21000,"14,300",0,0
TH-103132,16/09/2023,motorcycle,Bangkok,41,35 to 44,67100,208000,"97,100",1,0
TH-103133,04/09/2024,personal,Central,29,25 to 34,9000,17000,"11,700",0,0
TH-103134,25/02/2025,home_improvement,Bangkok,21,Under 25,10400,16000,"9,400",0,0
TH-103135,30/03/2024,auto,Central,37,35 to 44,,33000,"25,900",0,0
TH-103136,25/09/2024,personal,North,36,35 to 44,29500,120000,"107,800",0,0
TH-103137,07/02/2024,title_loan,Northeast,22,Under 25,14100,42000,"37,500",120,1
TH-103138,08/02/2025,personal,Central,53,45 to 54,14900,27000,"13,500",0,0
TH-103139,21/12/2023,home_improvement,Bangkok,41,35 to 44,24900,200000,"125,200",149,1
TH-103140,02/11/2024,motorcycle,Bangkok,30,25 to 34,51800,110000,"17,000",0,0
TH-103141,06/05/2025,auto,Northeast,26,25 to 34,17900,68000,"49,400",0,0
TH-103142,26/06/2023,auto,Central,29,25 to 34,24500,63000,"45,200",0,0
TH-103143,01/10/2024,motorcycle,Central,37,35 to 44,23600,30000,"10,800",0,0
TH-103144,25/05/2024,personal,Central,35,35 to 44,15100,39000,"12,900",0,0
TH-103145,10/03/2025,motorcycle,South,39,35 to 44,13400,40000,"12,200",0,0
TH-103146,12/03/2024,auto,Bangkok,25,25 to 34,25800,72000,"63,300",0,0
TH-103147,27/12/2023,auto,Central,47,45 to 54,24900,63000,"26,400",22,0
TH-103148,28/02/2023,home_improvement,South,35,35 to 44,9000,17000,"6,200",4,0
TH-103149,11/04/2025,motorcycle,North,35,35 to 44,9000,15000,"9,200",0,0
TH-103150,19/01/2025,title_loan,Central,42,35 to 44,61400,152000,,0,0
TH-103151,25/04/2023,motorcycle,Bangkok,37,35 to 44,12200,27000,"20,900",0,0
TH-103152,23/11/2024,home_improvement,Bangkok,28,25 to 34,,45000,"28,000",0,0
TH-103153,25/05/2024,auto,Bangkok,65,55 and over,16000,60000,"31,600",0,0
TH-103154,02/08/2023,personal,Bangkok,30,25 to 34,15600,32000,"21,600",0,0
TH-103155,13/10/2024,title_loan,Bangkok,26,25 to 34,16100,35000,"25,800",0,0
TH-103156,15/09/2024,motorcycle,Central,24,Under 25,21900,104000,"71,800",0,0
TH-103157,02/02/2023,auto,North,35,35 to 44,40600,113000,"72,200",0,0
TH-103158,01/09/2023,personal,North,42,35 to 44,14400,15000,"9,600",0,0
TH-103159,27/11/2024,motorcycle,Central,43,35 to 44,35300,90000,"44,700",0,0
TH-103160,30/12/2023,motorcycle,Bangkok,38,35 to 44,44400,182000,"108,600",0,0
TH-103161,17/05/2024,motorcycle,South,35,35 to 44,19300,38000,"11,500",0,0
TH-103162,05/07/2024,auto,Central,40,35 to 44,12600,28000,"27,200",162,1
TH-103163,12/06/2023,motorcycle,Bangkok,46,45 to 54,48400,91000,"46,200",0,0
TH-103164,11/12/2023,motorcycle,South,28,25 to 34,15000,59000,"26,100",0,0
TH-103165,22/10/2024,auto,Northeast,30,25 to 34,15800,52000,"32,400",0,0
TH-103166,03/11/2024,home_improvement,Central,28,25 to 34,12900,18000,"7,000",0,0
TH-103167,22/02/2023,title_loan,Northeast,48,45 to 54,10800,28000,"15,100",0,0
TH-103168,26/05/2023,motorcycle,Central,29,25 to 34,21200,92000,"44,000",18,0
TH-103169,17/06/2023,personal,Bangkok,53,45 to 54,16500,95000,"33,900",0,0
TH-103170,12/03/2024,auto,North,38,35 to 44,9100,24000,"16,300",0,0
TH-103171,02/01/2024,personal,Bangkok,31,25 to 34,16200,35000,"18,300",0,0
TH-103172,01/01/2023,home_improvement,Bangkok,42,35 to 44,,134000,"93,100",0,0
TH-103173,14/12/2023,motorcycle,Bangkok,29,25 to 34,31300,138000,"106,600",0,0
TH-103174,08/07/2023,auto,Bangkok,53,45 to 54,36600,91000,"48,800",0,0
TH-103175,12/08/2023,auto,Northeast,22,Under 25,25200,47000,"30,200",0,0
TH-103176,16/07/2024,motorcycle,Bangkok,52,45 to 54,22700,57000,"41,500",0,0
TH-103177,21/05/2024,personal,Bangkok,23,Under 25,25400,66000,"31,300",0,0
TH-103178,25/03/2024,title_loan,Bangkok,28,25 to 34,,42000,"18,900",0,0
TH-103179,24/12/2024,personal,Central,29,25 to 34,32700,89000,"37,000",0,0
TH-103180,04/12/2023,motorcycle,Bangkok,26,25 to 34,9900,39000,"30,300",0,0
TH-103181,04/09/2024,home_improvement,North,25,25 to 34,27400,28000,"12,000",0,0
TH-103182,24/04/2023,title_loan,North,45,45 to 54,27700,52000,"23,200",0,0
TH-103183,20/12/2024,home_improvement,Bangkok,35,35 to 44,12800,59000,"39,800",0,0
TH-103184,26/01/2025,home_improvement,Bangkok,44,35 to 44,9000,15000,"11,200",0,0
TH-103185,07/08/2023,motorcycle,Bangkok,28,25 to 34,,49000,"26,800",0,0
TH-103186,20/12/2024,auto,Bangkok,23,Under 25,42600,103000,"74,500",0,0
TH-103187,19/01/2024,home_improvement,Bangkok,41,35 to 44,23700,167000,"115,500",17,0
TH-103188,17/02/2025,personal,Central,29,25 to 34,24400,39000,"11,900",0,0
TH-103189,09/02/2023,personal,North,39,35 to 44,18000,60000,"33,800",69,1
TH-103190,05/04/2023,auto,Bangkok,28,25 to 34,9900,24000,"18,200",0,0
TH-103191,21/05/2025,motorcycle,South,26,25 to 34,44400,53000,"9,600",0,0
TH-103192,23/03/2024,auto,Northeast,41,35 to 44,25700,84000,"50,900",0,0
TH-103193,31/05/2024,personal,Central,44,35 to 44,17500,56000,"22,400",0,0
TH-103194,26/07/2023,motorcycle,Bangkok,26,25 to 34,48300,128000,"68,100",0,0
TH-103195,16/06/2024,motorcycle,Northeast,34,25 to 34,14300,34000,"32,800",0,0
TH-103196,24/02/2023,title_loan,Bangkok,27,25 to 34,,30000,,0,0
TH-103197,19/03/2025,personal,North,51,45 to 54,26400,88000,"71,900",0,0
TH-103198,05/11/2023,home_improvement,Bangkok,25,25 to 34,36000,122000,"29,900",0,0
TH-103199,17/06/2024,personal,North,31,25 to 34,,166000,"76,200",0,0
TH-103200,06/06/2023,motorcycle,Bangkok,51,45 to 54,10600,39000,"22,000",0,0
TH-103201,17/08/2024,auto,North,21,Under 25,16900,55000,"7,300",12,0
TH-103202,25/03/2024,home_improvement,Bangkok,34,25 to 34,20800,33000,"22,900",11,0
TH-103203,14/10/2023,motorcycle,Bangkok,47,45 to 54,20900,125000,"59,800",0,0
TH-103204,21/01/2025,personal,Bangkok,29,25 to 34,11200,37000,"19,400",0,0
TH-103205,02/05/2024,motorcycle,Bangkok,39,35 to 44,9000,21000,"17,300",0,0
TH-103206,06/07/2023,home_improvement,Bangkok,65,55 and over,41500,117000,,0,0
TH-103207,16/04/2024,motorcycle,Central,40,35 to 44,35900,66000,"55,500",0,0
TH-103208,12/12/2024,personal,Northeast,27,25 to 34,18600,38000,"20,600",0,0
TH-103209,27/08/2024,motorcycle,Bangkok,50,45 to 54,11700,34000,"25,300",0,0
TH-103210,23/06/2024,motorcycle,Bangkok,30,25 to 34,26300,36000,"14,100",0,0
TH-103211,28/02/2025,motorcycle,Bangkok,22,Under 25,,63000,"59,000",23,0
TH-103212,17/11/2023,motorcycle,South,50,45 to 54,9800,28000,"22,600",0,0
TH-103213,24/04/2023,motorcycle,North,28,25 to 34,23000,57000,"50,100",0,0
TH-103214,29/12/2024,auto,Northeast,40,35 to 44,9000,22000,"21,100",22,0
TH-103215,25/03/2023,motorcycle,Bangkok,50,45 to 54,13000,38000,"29,900",0,0
TH-103216,06/10/2024,title_loan,Bangkok,30,25 to 34,13200,16000,"12,400",11,0
TH-103217,05/12/2023,auto,Northeast,39,35 to 44,21500,71000,"46,700",0,0
TH-103218,29/10/2024,auto,Bangkok,57,55 and over,17500,30000,"21,000",0,0
TH-103219,21/05/2025,title_loan,North,24,Under 25,11500,28000,"22,500",0,0
TH-103220,02/04/2025,title_loan,Northeast,24,Under 25,17000,51000,"22,400",179,1
TH-103221,03/04/2023,home_improvement,North,37,35 to 44,17600,22000,"18,100",0,0
TH-103222,11/09/2024,auto,Northeast,35,35 to 44,9700,58000,"44,100",0,0
TH-103223,30/01/2023,title_loan,South,25,25 to 34,24900,63000,"17,700",0,0
TH-103224,23/05/2025,motorcycle,Northeast,37,35 to 44,11500,17000,"9,900",0,0
TH-103225,08/05/2025,auto,Bangkok,39,35 to 44,23200,79000,"43,200",30,0
TH-103226,12/04/2023,auto,Bangkok,53,45 to 54,14200,56000,"34,800",1,0
TH-103227,13/03/2023,home_improvement,Central,27,25 to 34,11100,18000,"12,300",0,0
TH-103228,10/08/2024,home_improvement,Bangkok,30,25 to 34,12500,17000,"7,800",0,0
TH-103229,01/07/2023,home_improvement,Central,53,45 to 54,20300,65000,"55,600",0,0
TH-103230,16/04/2023,personal,Bangkok,42,35 to 44,9000,40000,"34,000",0,0
TH-103231,26/07/2023,motorcycle,North,27,25 to 34,41700,71000,"35,000",0,0
TH-103232,04/12/2024,auto,Bangkok,45,45 to 54,10900,20000,"7,500",0,0
TH-103233,16/01/2024,personal,Central,30,25 to 34,58200,365000,"37,400",0,0
TH-103234,12/04/2023,auto,Northeast,51,45 to 54,24300,43000,"34,200",0,0
TH-103235,22/10/2023,personal,Central,42,35 to 44,56900,189000,"63,300",0,0
TH-103236,12/04/2023,personal,Bangkok,22,Under 25,16600,68000,"56,400",40,1
TH-103237,16/01/2023,home_improvement,Central,44,35 to 44,42700,53000,"12,800",0,0
TH-103238,04/05/2024,motorcycle,Bangkok,27,25 to 34,10700,16000,"10,600",0,0
TH-103239,25/01/2023,motorcycle,Central,24,Under 25,24900,88000,"47,100",0,0
TH-103240,12/11/2023,auto,Northeast,52,45 to 54,20800,95000,"62,100",0,0
TH-103241,09/05/2024,personal,Bangkok,45,45 to 54,9100,32000,"22,400",0,0
TH-103242,29/01/2023,personal,Bangkok,27,25 to 34,9200,22000,"8,400",0,0
TH-103243,21/07/2024,home_improvement,Central,32,25 to 34,23300,54000,"34,300",0,0
TH-103244,17/09/2024,motorcycle,Bangkok,27,25 to 34,,64000,"38,900",3,0
TH-103245,15/03/2023,motorcycle,Bangkok,40,35 to 44,23300,51000,"38,200",28,0
TH-103246,11/02/2025,personal,Northeast,25,25 to 34,21700,48000,"43,500",6,0
TH-103247,01/12/2024,motorcycle,Northeast,31,25 to 34,19800,102000,"58,800",0,0
TH-103248,04/02/2025,personal,Bangkok,28,25 to 34,21700,66000,"25,400",0,0
TH-103249,02/10/2023,personal,North,22,Under 25,19100,60000,"47,300",67,1
TH-103250,14/02/2023,auto,North,33,25 to 34,19500,84000,"13,800",0,0
TH-103251,21/10/2024,personal,Bangkok,44,35 to 44,29800,84000,"50,900",0,0
TH-103252,04/05/2024,personal,Bangkok,46,45 to 54,9000,25000,"16,200",0,0
TH-103253,14/01/2025,auto,Bangkok,49,45 to 54,9600,23000,"10,700",8,0
TH-103254,12/10/2024,motorcycle,Bangkok,26,25 to 34,15500,43000,"22,800",22,0
TH-103255,23/04/2025,title_loan,Bangkok,29,25 to 34,34300,104000,"94,100",0,0
TH-103256,14/12/2023,home_improvement,Bangkok,37,35 to 44,29900,72000,"55,900",26,0
TH-103257,31/01/2024,personal,North,28,25 to 34,19500,61000,"21,400",0,0
TH-103258,12/08/2023,home_improvement,Bangkok,31,25 to 34,,41000,"21,800",0,0
TH-103259,22/12/2023,personal,Northeast,41,35 to 44,9000,31000,"18,900",0,0
TH-103260,05/03/2023,personal,Bangkok,25,25 to 34,17500,65000,"47,500",0,0
TH-103261,28/08/2023,motorcycle,Central,35,35 to 44,25700,32000,"5,900",0,0
TH-103262,25/07/2023,title_loan,Central,38,35 to 44,,72000,"56,000",0,0
TH-103263,02/05/2023,auto,Bangkok,41,35 to 44,15400,38000,"26,100",0,0
TH-103264,24/12/2024,motorcycle,Bangkok,42,35 to 44,11200,31000,"16,000",0,0
TH-103265,15/03/2023,personal,Bangkok,35,35 to 44,9000,15000,"13,700",0,0
TH-103266,12/01/2024,auto,South,46,45 to 54,23000,42000,"26,500",0,0
TH-103267,29/08/2023,motorcycle,Bangkok,24,Under 25,12200,24000,"23,100",7,0
TH-103268,09/08/2024,auto,North,49,45 to 54,58200,175000,"102,100",0,0
TH-103269,24/10/2023,auto,Bangkok,37,35 to 44,20600,86000,"39,900",0,0
TH-103270,03/12/2023,motorcycle,Northeast,28,25 to 34,,22000,"1,600",0,0
TH-103271,12/06/2023,auto,North,24,Under 25,20400,29000,"17,600",0,0
TH-103272,20/10/2024,title_loan,South,22,Under 25,18100,77000,"60,100",0,0
TH-103273,21/02/2023,home_improvement,Bangkok,39,35 to 44,11400,52000,"31,800",0,0
TH-103274,30/01/2024,personal,Northeast,29,25 to 34,18700,20000,"17,600",0,0
TH-103275,08/05/2025,motorcycle,Central,50,45 to 54,30700,57000,"20,400",0,0
TH-103276,22/04/2023,home_improvement,Bangkok,23,Under 25,,25000,"15,000",0,0
TH-103277,17/01/2024,motorcycle,North,25,25 to 34,32500,78000,"64,700",0,0
TH-103278,16/06/2025,auto,Central,23,Under 25,17300,29000,"16,000",99,1
TH-103279,16/08/2024,motorcycle,North,31,25 to 34,25500,63000,"46,300",0,0
TH-103280,08/05/2025,title_loan,North,47,45 to 54,16100,64000,"26,600",0,0
TH-103281,26/05/2025,motorcycle,North,25,25 to 34,12800,74000,"43,600",9,0
TH-103282,15/05/2025,motorcycle,Bangkok,43,35 to 44,25000,90000,"78,300",0,0
TH-103283,12/10/2024,motorcycle,Central,31,25 to 34,22800,96000,"48,600",0,0
TH-103284,16/12/2023,auto,Bangkok,34,25 to 34,18600,125000,"95,100",0,0
TH-103285,24/05/2025,motorcycle,Bangkok,48,45 to 54,24000,137000,"43,200",0,0
TH-103286,27/01/2025,auto,Bangkok,28,25 to 34,10800,49000,"43,300",0,0
TH-103287,20/03/2025,motorcycle,Northeast,29,25 to 34,37500,117000,"69,500",0,0
TH-103288,19/05/2023,home_improvement,Northeast,54,45 to 54,20900,98000,"74,000",0,0
TH-103289,15/02/2023,motorcycle,Northeast,47,45 to 54,17000,24000,"17,100",0,0
TH-103290,16/09/2023,home_improvement,Central,37,35 to 44,,69000,"18,000",0,0
TH-103291,26/01/2023,motorcycle,Central,22,Under 25,50700,359000,"184,700",0,0
TH-103292,02/10/2023,motorcycle,North,32,25 to 34,19300,52000,"34,600",155,1
TH-103293,29/04/2023,personal,North,40,35 to 44,16400,37000,,26,0
TH-103294,16/03/2023,personal,North,35,35 to 44,14600,30000,"23,900",0,0
TH-103295,06/01/2023,motorcycle,South,21,Under 25,26300,58000,"20,600",0,0
TH-103296,29/03/2024,auto,South,43,35 to 44,25800,74000,"44,800",0,0
TH-103297,20/02/2024,motorcycle,Bangkok,34,25 to 34,25700,35000,"16,200",0,0
TH-103298,01/08/2023,motorcycle,Bangkok,25,25 to 34,17800,32000,"20,100",0,0
TH-103299,14/12/2024,motorcycle,Bangkok,33,25 to 34,21500,57000,"38,900",0,0
TH-103300,08/04/2024,auto,Central,50,45 to 54,23100,29000,"5,000",0,0
TH-103301,01/01/2024,motorcycle,Bangkok,43,35 to 44,9000,42000,"22,300",0,0
TH-103302,29/04/2024,motorcycle,North,27,25 to 34,15900,37000,"27,900",0,0
TH-103303,29/07/2024,auto,Central,28,25 to 34,16800,107000,"68,400",0,0
TH-103304,25/01/2024,auto,Bangkok,22,Under 25,21600,68000,"58,600",0,0
TH-103305,02/01/2023,motorcycle,North,24,Under 25,41400,217000,"164,200",0,0
TH-103306,15/03/2023,home_improvement,Central,41,35 to 44,34900,141000,"127,600",95,1
TH-103307,04/05/2023,personal,Central,30,25 to 34,19600,53000,"30,900",5,0
TH-103308,13/06/2025,title_loan,Central,36,35 to 44,14000,33000,"27,300",13,0
TH-103309,31/12/2024,title_loan,North,44,35 to 44,21300,30000,"21,600",0,0
TH-103310,23/10/2024,motorcycle,Central,33,25 to 34,21100,58000,"24,800",0,0
TH-103311,24/02/2024,auto,Bangkok,26,25 to 34,33200,56000,"12,500",0,0
TH-103312,09/10/2024,auto,North,24,Under 25,34200,104000,"53,000",0,0
TH-103313,05/09/2024,auto,Bangkok,33,25 to 34,27900,80000,"31,800",0,0
TH-103314,11/02/2023,motorcycle,North,30,25 to 34,16300,166000,"111,900",0,0
TH-103315,26/04/2025,auto,Northeast,34,25 to 34,59100,194000,,0,0
TH-103316,04/02/2024,motorcycle,Bangkok,38,35 to 44,21500,36000,"10,100",0,0
TH-103317,13/05/2023,auto,Northeast,51,45 to 54,14200,33000,"27,800",0,0
TH-103318,23/02/2025,personal,South,40,35 to 44,46100,69000,"34,800",0,0
TH-103319,04/04/2024,motorcycle,Central,48,45 to 54,19800,57000,"31,400",16,0
TH-103320,02/04/2023,auto,Bangkok,45,45 to 54,40000,124000,"68,700",0,0
TH-103321,13/05/2025,motorcycle,Bangkok,35,35 to 44,20000,34000,"22,800",0,0
TH-103322,09/12/2024,personal,North,29,25 to 34,9000,28000,"11,100",0,0
TH-103323,09/12/2024,home_improvement,Bangkok,34,25 to 34,11900,24000,"7,800",0,0
